filename,v,omega
img/0000.png,0.4000000059604645,-0.30508336424827576
img/0001.png,0.4000000059604645,-0.28324997425079346
img/0002.png,0.4000000059604645,-0.2613333463668823
img/0003.png,0.4000000059604645,-0.2644166648387909
img/0004.png,0.4000000059604645,-0.2173333317041397
img/0005.png,0.4000000059604645,-0.2202499955892563
img/0006.png,0.4000000059604645,-0.19808335602283478
img/0007.png,0.4000000059604645,-0.1758333146572113
img/0008.png,0.4000000059604645,-0.1785833239555359
img/0009.png,0.4000000059604645,-0.1562500149011612
img/0010.png,0.4000000059604645,-0.1589166820049286
img/0011.png,0.4000000059604645,-0.16158334910869598
img/0012.png,0.4000000059604645,-0.11408332735300064
img/0013.png,0.4000000059604645,-0.11658333241939545
img/0014.png,0.4000000059604645,-0.11908333003520966
img/0015.png,0.4000000059604645,-0.12158332765102386
img/0016.png,0.4000000059604645,-0.12408333271741867
img/0017.png,0.4000000059604645,-0.12658333778381348
img/0018.png,0.4000000059604645,-0.12908333539962769
img/0019.png,0.4000000059604645,-0.15666663646697998
img/0020.png,0.4000000059604645,-0.15924997627735138
img/0021.png,0.4000000059604645,-0.18691667914390564
img/0022.png,0.4000000059604645,-0.16449996829032898
img/0023.png,0.4000000059604645,-0.16708330810070038
img/0024.png,0.4000000059604645,-0.11950001865625381
img/0025.png,0.4000000059604645,-0.07175000756978989
img/0026.png,0.4000000059604645,-0.048916637897491455
img/0027.png,0.4000000059604645,-0.0009166873060166836
img/0028.png,0.4000000059604645,0.047249991446733475
img/0029.png,0.4000000059604645,0.12066667526960373
img/0030.png,0.4000000059604645,0.1692499965429306
img/0031.png,0.4000000059604645,0.24308334290981293
img/0032.png,0.4000000059604645,0.2920833230018616
img/0033.png,0.4000000059604645,0.39141666889190674
img/0034.png,0.4000000059604645,1.0429166555404663
img/0035.png,0.4000000059604645,1.5711666345596313
img/0036.png,0.4000000059604645,2.0760834217071533
img/0037.png,0.4000000059604645,2.5575833320617676
img/0038.png,0.4000000059604645,3.0406665802001953
img/0039.png,0.4000000059604645,3.374833345413208
img/0040.png,0.4000000059604645,3.634833335876465
img/0041.png,0.4000000059604645,3.7953333854675293
img/0042.png,0.4000000059604645,4.056666851043701
img/0043.png,0.4000000059604645,4.469333171844482
img/0044.png,0.4000000059604645,5.033833026885986
img/0045.png,0.4000000059604645,6.001500129699707
img/0046.png,0.4000000059604645,7.022500038146973
img/0047.png,0.4000000059604645,7.3695831298828125
img/0048.png,0.4000000059604645,7.6174163818359375
img/0049.png,0.4000000059604645,7.765666484832764
img/0050.png,0.4000000059604645,7.825000286102295
img/0051.png,0.4000000059604645,7.825000286102295
img/0052.png,0.4000000059604645,7.825000286102295
img/0053.png,0.4000000059604645,7.775000095367432
img/0054.png,0.4000000059604645,7.625
img/0055.png,0.4000000059604645,7.300000190734863
img/0056.png,0.4000000059604645,6.825000286102295
img/0057.png,0.4000000059604645,6.300000190734863
img/0058.png,0.4000000059604645,5.725000381469727
img/0059.png,0.4000000059604645,5.075000286102295
img/0060.png,0.4000000059604645,4.425000190734863
img/0061.png,0.4000000059604645,3.825000047683716
img/0062.png,0.4000000059604645,3.2249999046325684
img/0063.png,0.4000000059604645,2.674999952316284
img/0064.png,0.4000000059604645,2.1500000953674316
img/0065.png,0.4000000059604645,1.649999976158142
img/0066.png,0.4000000059604645,1.149999976158142
img/0067.png,0.4000000059604645,0.7247499823570251
img/0068.png,0.4000000059604645,0.3231666684150696
img/0069.png,0.4000000059604645,-0.029583321884274483
img/0070.png,0.4000000059604645,-0.3333333432674408
img/0071.png,0.4000000059604645,-0.5628333687782288
img/0072.png,0.4000000059604645,-0.7679999470710754
img/0073.png,0.4000000059604645,-0.9487500190734863
img/0074.png,0.4000000059604645,-1.1050000190734863
img/0075.png,0.4000000059604645,-1.2868332862854004
img/0076.png,0.4000000059604645,-1.444166660308838
img/0077.png,0.4000000059604645,-1.5769166946411133
img/0078.png,0.4000000059604645,-1.6599167585372925
img/0079.png,0.4000000059604645,-1.718083381652832
img/0080.png,0.4000000059604645,-1.7262500524520874
img/0081.png,0.4000000059604645,-1.6842501163482666
img/0082.png,0.4000000059604645,-1.6420832872390747
img/0083.png,0.4000000059604645,-1.5746667385101318
img/0084.png,0.4000000059604645,-1.5070000886917114
img/0085.png,0.4000000059604645,-1.4390833377838135
img/0086.png,0.4000000059604645,-1.3709166049957275
img/0087.png,0.4000000059604645,-1.2523332834243774
img/0088.png,0.4000000059604645,-1.1082500219345093
img/0089.png,0.4000000059604645,-0.9636666774749756
img/0090.png,0.4000000059604645,-0.843666672706604
img/0091.png,0.4000000059604645,-0.7483333349227905
img/0092.png,0.4000000059604645,-0.6275833249092102
img/0093.png,0.4000000059604645,-0.5565834045410156
img/0094.png,0.4000000059604645,-0.46025002002716064
img/0095.png,0.4000000059604645,-0.38866662979125977
img/0096.png,0.4000000059604645,-0.2917500138282776
img/0097.png,0.4000000059604645,-0.19449998438358307
img/0098.png,0.4000000059604645,-0.09691669046878815
img/0099.png,0.4000000059604645,0.001000000862404704
img/0100.png,0.4000000059604645,0.09925002604722977
img/0101.png,0.4000000059604645,0.1978333294391632
img/0102.png,0.4000000059604645,0.296750009059906
img/0103.png,0.4000000059604645,0.3709166646003723
img/0104.png,0.4000000059604645,0.49549999833106995
img/0105.png,0.4000000059604645,0.6205000281333923
img/0106.png,0.4000000059604645,0.7459166646003723
img/0107.png,0.4000000059604645,0.8466666340827942
img/0108.png,0.4000000059604645,0.8975833654403687
img/0109.png,0.4000000059604645,0.9988333582878113
img/0110.png,0.4000000059604645,1.0502500534057617
img/0111.png,0.4000000059604645,1.1018333435058594
img/0112.png,0.4000000059604645,1.128499984741211
img/0113.png,0.4000000059604645,1.1552499532699585
img/0114.png,0.4000000059604645,1.1820833683013916
img/0115.png,0.4000000059604645,1.1588332653045654
img/0116.png,0.4000000059604645,1.1354999542236328
img/0117.png,0.4000000059604645,1.1371666193008423
img/0118.png,0.4000000059604645,1.0886666774749756
img/0119.png,0.4000000059604645,1.0399999618530273
img/0120.png,0.4000000059604645,0.9660833477973938
img/0121.png,0.4000000059604645,0.9169999957084656
img/0122.png,0.4000000059604645,0.9179166555404663
img/0123.png,0.4000000059604645,0.843583345413208
img/0124.png,0.4000000059604645,0.7940833568572998
img/0125.png,0.4000000059604645,0.7444166541099548
img/0126.png,0.4000000059604645,0.6945833563804626
img/0127.png,0.4000000059604645,0.6947500109672546
img/0128.png,0.4000000059604645,0.6447499990463257
img/0129.png,0.4000000059604645,0.5945833325386047
img/0130.png,0.4000000059604645,0.5191666483879089
img/0131.png,0.4000000059604645,0.468583345413208
img/0132.png,0.4000000059604645,0.39274999499320984
img/0133.png,0.4000000059604645,0.31666669249534607
img/0134.png,0.4000000059604645,0.26541668176651
img/0135.png,0.4000000059604645,0.18891668319702148
img/0136.png,0.4000000059604645,0.11216668784618378
img/0137.png,0.4000000059604645,0.06025001406669617
img/0138.png,0.4000000059604645,0.008166668005287647
img/0139.png,0.4000000059604645,-0.0691666528582573
img/0140.png,0.4000000059604645,-0.12166666239500046
img/0141.png,0.4000000059604645,-0.1743333488702774
img/0142.png,0.4000000059604645,-0.1770000159740448
img/0143.png,0.4000000059604645,-0.20474998652935028
img/0144.png,0.4000000059604645,-0.20749998092651367
img/0145.png,0.4000000059604645,-0.23533335328102112
img/0146.png,0.4000000059604645,-0.2381666898727417
img/0147.png,0.4000000059604645,-0.26608332991600037
img/0148.png,0.4000000059604645,-0.29408329725265503
img/0149.png,0.4000000059604645,-0.29708331823349
img/0150.png,0.4000000059604645,-0.30008330941200256
img/0151.png,0.4000000059604645,-0.30308330059051514
img/0152.png,0.4000000059604645,-0.3060833215713501
img/0153.png,0.4000000059604645,-0.30908331274986267
img/0154.png,0.4000000059604645,-0.28700000047683716
img/0155.png,0.4000000059604645,-0.3149999678134918
img/0156.png,0.4000000059604645,-0.3179999887943268
img/0157.png,0.4000000059604645,-0.32099997997283936
img/0158.png,0.4000000059604645,-0.29891666769981384
img/0159.png,0.4000000059604645,-0.27675002813339233
img/0160.png,0.4000000059604645,-0.22941668331623077
img/0161.png,0.4000000059604645,-0.2069999724626541
img/0162.png,0.4000000059604645,-0.15941669046878815
img/0163.png,0.4000000059604645,-0.1367499828338623
img/0164.png,0.4000000059604645,-0.11400000751018524
img/0165.png,0.4000000059604645,-0.09116663783788681
img/0166.png,0.4000000059604645,-0.043166689574718475
img/0167.png,0.4000000059604645,0.004999990109354258
img/0168.png,0.4000000059604645,0.02825002558529377
img/0169.png,0.4000000059604645,0.10175001621246338
img/0170.png,0.4000000059604645,0.15041665732860565
img/0171.png,0.4000000059604645,0.22433334589004517
img/0172.png,0.4000000059604645,0.24833332002162933
img/0173.png,0.4000000059604645,0.29750001430511475
img/0174.png,0.4000000059604645,0.34683331847190857
img/0175.png,0.4000000059604645,0.39633333683013916
img/0176.png,0.4000000059604645,0.44600000977516174
img/0177.png,0.4000000059604645,0.4958333373069763
img/0178.png,0.4000000059604645,0.5709166526794434
img/0179.png,0.4000000059604645,0.6211666464805603
img/0180.png,0.4000000059604645,0.6966666579246521
img/0181.png,0.4000000059604645,0.7975000143051147
img/0182.png,0.4000000059604645,0.8986666798591614
img/0183.png,0.4000000059604645,1.0503333806991577
img/0184.png,0.4000000059604645,1.252666711807251
img/0185.png,0.4000000059604645,1.4305833578109741
img/0186.png,0.4000000059604645,1.6341667175292969
img/0187.png,0.4000000059604645,1.8384166955947876
img/0188.png,0.4000000059604645,2.168750047683716
img/0189.png,0.4000000059604645,2.475083351135254
img/0190.png,0.4000000059604645,2.757333278656006
img/0191.png,0.4000000059604645,3.0405001640319824
